Artist,Total Appearances 2024
Lil Tecca,-133.76513594859267
MadMan,0.0
Marciano Cantero,0.0
Mr Eazi,8.049835707598017
Nekfeu,0.0
Nemir,0.0
Sam Feldt,0.0
Sodré,0.0
Travis Barker,1.673099120427491
Vanessa Paradis,0.0
Y2K,139.1401762626019
bbno$,375.6412892909376
omi Scott,0.0
Afro Bros,0.0
Ari Lennox,0.0
Beba,0.0
Billy Eichner,0.0
Billy Ray Cyrus,311.56794337290626
Blue Ivy,0.0
Christine and the Queens,0.0
CocoRosie,0.0
Cordae,3.1458243455980717
Dani Faiv,0.0
Dayvi,0.0
Death Cab for Cutie,0.0
En Vogue,0.0
Fabri Fibra,0.0
Hell Raton,0.0
Izi,0.0
Jack The Smoker,0.0
Jeremy Zucker,0.0
Kelly Ruíz,0.0
Kierra Sheard,0.0
Lazza,41.040482196035406
Like Mike,0.0
Lil Durk,37.06191749900265
MACHETE,0.0
MadeinTYO,0.0
Majid Jordan,0.0
Massimo Pericolo,0.0
Megan Thee Stallion,0.8332399831129009
Nitro,0.0
Norm Ender,0.0
Residente,45.81113602800481
SAINt JHN,4.651470429276749
Seth Rogen,0.0
Smino,0.0
Stephanie Poetri,0.0
Taylor Bennett,0.0
Tones And I,13.291023501871923
Victor Cardes,417.5103691097475
tha Supreme,0.0
Apache 207,43.75202030827245
Bizarrap,699.9830281162788
Hit-Boy,0.0
Lil Duke,11.999994404392297
Lil Tjay,52.33286333402351
Luan Santana,26.545507758159214
Miami Yacine,0.0
Nicki Nicole,98.30039883973996
Rico Nasty,0.0
Saweetie,703.9101044072678
SiR,0.0
TOOL,0.0
The Game,116.8120625200326
WOS,0.0
24kGoldn,-6.928514196670039
Animus,0.0
DJ 2F,0.0
Dímelo Flow,-139.2872016258976
Felipe Origil,0.0
JS o Mão de Ouro,0.0
José José,0.0
LEA,0.0
Lalo Ebratt,0.0
MC Du Black,0.0
MC JottaPê,0.0
MC M10,0.0
Melanie Martinez,203.48286162278066
Regard,254.69151971591663
Rich Music LTD,0.0
SSIO,0.0
Sido,0.0
The Cratez,0.0
blink-182,35.99999947513556
Ant Clemons,0.0
Arizo Zervas,122.85110919953908
Becky Hill,121.42440545891705
Black Eyed Peas,11.483956707686263
Burna Boy,63.76270466726054
Carlos Santana,0.0
Clipse,0.0
Dadá Boladão,0.0
Ezhel,136.91365671424504
Fred Hammond,0.0
Gambi,0.0
Internet Money,9.289406027338751
Kenny G,0.0
Marracash,92.72233603469877
Murda,0.0
OIK,0.0
Omar Montes,0.0
Rex Orange County,-143.3669396333156
Sunday Service Choir,0.0
SuperM,0.0
TINI,346.2228846518093
Tati Zaqui,0.0
AURORA,58.33975825474256
Adria Proenza,0.0
Ant Saunders,0.0
Chris King,0.0
Christian Nodal,82.63924148460686
Doja Cat,159.33965959253055
Duckwrth,0.0
Evan Rachel Wood,0.0
Gradur,0.0
Heuss L'enfoiré,0.0
JP Saxe,-347.03784149185356
Juhn,-17.30014110720099
Jungleboi,0.0
KSI,80.00859397830759
Keke Palmer,0.0
Lexa,0.0
Luísa Sonza,49.75381375499361
MORTEN,0.0
Maggie Rogers,11.999999921607266
Oliver Heldens,0.0
Quan'ta,0.0
Riton,63.867283014878836
SOYEON,0.0
Shiva,2.461894999260145
Thutmose,0.0
Trevor Daniel,189.34034324428308
Conan Gray,190.6899775853701
Don Toliver,264.089766195769
Hava,0.0
JACKBOYS,0.0
Kacey Musgraves,3.5156605835614463
PEDRO SAMPAIO,13.916762410226498
Pop Smoke,913.5533681834875
SUGA,114.40722662647323
ELIF,0.0
Guilherme & Benuto,45.39408370677248
Gusttavo Lima,64.55785541088072
Hayley Williams,0.0
Joker Bra,0.0
Jul,0.0
Likybo,0.0
Los Ángeles Azules,0.0
Maes,11.99998256730442
Matthew Wilder,0.0
Miksu / Macloud,106.45753958117832
Mila,0.0
Olivia Rodrigo,130.09722880901538
Surfaces,68.29238522449464
TOKYO'S REVENGE,0.0
Thiaguinho MT,0.0
Topo La Maskara,0.0
VIZE,0.0
Walshy Fire,0.0
talia Lafourcade,0.0
Ashe,0.0
Brent Faiyaz,38.672451308252825
DJ Henrique da VK,0.0
Diodato,0.0
G Herbo,24.435022081554653
Green Day,0.0
Jack Harlow,27.110043305559337
K CAMP,0.0
Kendo Kaponi,0.0
London On Da Track,0.0
MC Ingryd,0.0
MC Lan,0.0
Mora,185.11908247791388
Ozzy Osbourne,0.0
Pablo Chill-E,0.0
Pinguini Tattici Nucleari,0.0
Powfu,-13.833922356144033
Stun 4 Vegas,0.0
Yaviah,0.0
beabadoobee,154.08305975692826
Ñengo Flow,87.0956518128263
A7S,-4.8998849136899665
AK AUSSERKONTROLLE,0.0
BENEE,0.0
Dolly Parton,1.3789015557629174
DripReport,0.0
Eiffel 65,0.0
Gus Dapperton,0.0
ITZY,88.25984166676453
Kaash Paige,0.0
Kenny Rogers,0.0
Monet192,0.0
PUBLIC,0.0
Rymez,0.0
SRNO,107.32756478594153
Sub Urban,60.54568200032078
Surf Mesa,258.51296251899635
Topic,-4.8998849136899665
Bill Withers,0.0
Evaluna Montaner,-98.46652737312151
J. Rey Soul,0.0
KEVVO,0.0
Kid Cudi,7.589120799888853
Leon Bridges,0.0
Lyanno,15.918107754575884
Rod Wave,79.90634158638643
Sam Fischer,97.1223571818324
Sasha Sloan,0.0
THE SCOTTS,0.0
The Rolling Stones,11.999999684099798
The Strokes,0.0
Tony Igy,0.0
Vicetone,0.0
Zak Abel,0.0
Agust D,306.964650682287
Alexander 23,0.0
Banda MS de Sergio Lizárraga,0.0
Brray,112.76376232254832
El Alfa,-5.2732155891810715
Fousheé,16.75916831010123
Gabriela,0.0
Haftbefehl,0.0
IU,112.72156945310589
Juanka,0.0
KALIM,0.0
Kim Petras,340.9157436529894
Natalie Taylor,0.0
Niack,0.0
NiiHWA,0.0
Pashanim,29.55786413493321
S1mba,0.0
Sleepy Hallow,147.13126583799425
Snoop Dogg,346.6088065078529
StaySolidRocky,0.0
Tego Calderon,0.0
Young T & Bugsey,0.0
jxdn,0.0
2Pac,71.99997357293422
AVA,0.0
Alessandra Amoroso,0.0
Aya kamura,0.0
Bilal Wahib,0.0
Boomdabash,0.0
Bosh,0.0
Bozza,0.0
Chris Nolan,0.0
Conkarah,0.0
Curren$y,0.0
Curtis Waters,0.0
CÉLINE,0.0
DJ Nelson,-58.346691490340845
Harm Franklin,0.0
Harry Nach,0.0
James Brown,0.0
Jamule,0.0
Jarabe De Palo,0.0
Jawsh 685,252.12582157974998
Jay Wheeler,-49.665857436082774
Ludacris,0.0
Nea,0.0
Peach Tree Rascals,0.0
Rowdy Rebel,0.0
Run The Jewels,0.0
Shablo,0.0
The Kid LAROI,347.28544935831997
Tom Gregory,0.0
Tyla Yaweh,0.0
VIC MENSA,0.0
WILLOW,31.119295364495553
Wallows,0.0
Zack De La Rocha,0.0
Zoe Wees,0.0
iann dior,2.914828826957867
BØRNS,0.0
Chael Produciendo,0.0
Clueso,0.0
Dan Paola,10.378849210422114
Dixie,0.0
Don Q,0.0
Evlay,0.0
Headie One,0.0
Jasmine Thompson,0.0
Jhorrmountain,0.0
Joel Corry,605.6425160073662
Juanfran,0.0
Numidia,0.0
One Direction,346.8058954145685
Puri,0.0
Red Velvet - IRENE & SEULGI,0.0
SOMI,0.0
Sonus030,0.0
TATOOL,0.0
Taiu,218.96090720098917
Tate McRae,224.91903141857694
Tina Turner,36.98293622367724
Trueno,-74.68587806305258
Vybz Kartel,0.0
Wes,0.0
13 Organisé,0.0
Ana Mena,0.0
BANNERS,0.0
Bea Miller,0.0
CRO,0.0
Elams,0.0
Glass Animals,344.6190197350449
Gloria Groove,35.99998293287977
Houari,0.0
Hwa Sa,0.0
Ir Sais,0.0
Jd Pantoja,0.0
Jerry Di,0.0
Jone Quest,0.0
Jos Esticado,0.0
Kim Loaiza,0.0
Kofs,0.0
Manu Gavassi,0.0
Morgan Wallen,356.3228339084831
NAV,16.74444929471267
Naps,68.50120188621644
Rocco Hunt,0.0
SFR,0.0
Solda,0.0
Soso Maness,0.0
Super Yei,0.0
Syd,0.0
The Neighbourhood,344.45401136315127
WhoHeem,0.0
Wolftyla,0.0
twocolors,0.0
Akon,0.0
Alfonso Herrera,0.0
Alonestar,0.0
Amanda Shires,0.0
Anahí,0.0
Ashnikko,0.0
Christian Chávez,0.0
Christopher von Uckermann,0.0
Clairo,0.0
Dilsinho,25.3097433844061
Donna Summer,0.0
Dulce María,0.0
Fally Ipupa,0.0
Freeze corleone,0.0
Gentleman,0.0
Hamza,0.0
Keith Urban,0.0
Lous and The Yakuza,0.0
MC Jacaré,35.99995871907845
MC Rogerinho,25.362460530209496
Maiara & Maraisa,14.875324808406436
Master KG,0.0
Matuê,66.91836246960433
Money Man,0.0
Os Barões Da Pisadinha,13.711811478438406
Quarterhead,0.0
RBD,0.0
Rick Live,0.0
Ritt Momney,0.0
Stray Kids,43.73052945143246
The Neptunes,10.89362087069258
Vedo,0.0
salem ilese,0.0
Angèle,6.732585261943693
BLOODY VINYL,0.0
Busta Rhymes,0.0
CJ,0.0
CORPSE,7.702100059561487
DDG,0.0
HVME,-14.433293900093425
Imanbek,33.00445991707645
Jhayco,135.99442297769968
Lexie Liu,0.0
Los Legendarios,-142.20291042419845
Nelly Furtado,7.765998264788659
Octavian,0.0
Pink Sweat$,0.0
Savage Ga$p,0.0
Skepta,0.0
Slait,0.0
Timbaland,7.765998264788659
Van Halen,0.0
Young Miles,0.0
347aidan,55.880149371352815
ABRA,0.0
Alico,0.0
Boza,8.955631607703447
Douglas & Vinicius,0.0
King Von,71.99979938688129
La Húngara,0.0
Migrantes,308.9954391797292
Niño de Elche,0.0
Nuka,0.0
Porky Slim,0.0
Ricky Montgomery,0.0
Sean Kingston,0.0
Studio Killers,0.0
System Of A Down,0.0
Trio Vegabajeño,0.0
Xand Avião,30.123230010348802
grandson,0.0
Ángela Aguilar,70.70626095106762
ABBA,24.36402479116343
AJ Mitchell,0.0
Andrew Andraos,0.0
Ella Henderson,-568.0317527434377
Esprit Ange Andraos,0.0
Helene Fischer,0.0
James TW,0.0
Louis Armstrong,1.9823666409372827
Marvin Divine,0.0
Menor Nico,0.0
Mother Mother,0.0
Nathy Peluso,0.0
Nirvana,21.828655595515315
Norah Jones,0.0
Otis Redding,3.240428042181738
Petter Ferraz,0.0
Purple Disco Machine,0.0
Sophie and the Giants,0.0
Tarcísio do Acordeon,48.478405306414906
The Commanders,1.9823666409372827
Wilbur Soot,0.0
ATB,3.7260407398560376
Bruno & Marrone,0.0
DJ Dahi,11.999995551448054
DJ Ivis,0.0
DJ Lucas Beat,0.0
Diego & Victor Hugo,17.524147277848645
Eric Land,0.0
Erica Banks,0.0
Fernando & Sorocaba,0.0
Hugo & Guilherme,89.66775683746272
Joshua Bassett,0.0
KASIMIR1441,0.0
Kawe,0.0
Masked Wolf,-62.57699855337421
Mc Lele JP,0.0
Milly,0.0
Sara Kays,0.0
Tierry,0.0
WILDBWOYS,0.0
Zé Felipe,85.00495513730715
Zé Vaqueiro,0.0
badmómzjay,0.0
carolesdaughter,0.0
Clinton Kane,0.0
DUSTY LOCANE,0.0
Ed Maverick,0.0
ElyOtto,0.0
Giveon,340.0507195293653
Gotye,65.24538741461923
Jeff Costa,0.0
Kali Uchis,684.5795805027882
Kimbra,65.24538741461923
Mc Danny,51.135177580100525
Nathan Evans,0.0
Nightcrawlers,63.32181572575308
Pooh Shiesty,0.0
Raí Saia Rodada,0.0
Rochy RD,0.0
Willow Sage Hart,0.0
Beach Bunny,0.0
Colapesce,0.0
Dala,0.0
Dimartino,0.0
Flow La Movie,0.0
Francesca Michielin,0.0
Gym Class Heroes,0.0
Hippie Sabotage,0.0
Hopsin,0.0
Israel & Rodolffo,206.15272149133415
JSX,0.0
L-Gante,0.0
Lit Killah,0.0
Madame,71.99948847939766
Malu,0.0
Maria Becerra,1.5481708348960104
Mariah Angeliq,0.0
Måneskin,26.367261420789674
Pamungkas,0.0
ROSÉ,0.0
Rusherking,0.0
SDM,0.0
Silk Sonic,8.116896613585181
Tiago PZK,328.1518313940922
WATTS,0.0
Baby Keem,168.50990363766147
Beéle,187.18075298940832
DMX,0.0
Dj GBR,0.0
Dj Guuga,0.7288063478173195
ENHYPEN,36.50764882156627
Gera MX,0.0
Kevin Gates,192.00123178847457
MARINA,0.0
Mainstreet,121.89655306755135
Majestic,0.0
Mc Don Juan,81.21170346427925
Mc Poze do Rodo,0.0
Mimi Webb,0.0
NGEE,0.0
Neo Beats,128.52304593058233
Russ Millions,0.0
SANTOS,0.0
Snow Tha Product,0.0
Surf Curse,1.73142521349427
Tion Wayne,0.0
Tom Grennan,0.0
Tom Odell,361.14820593211493
UZI,62.974541742887965
YG Pablo,0.0
YTB Trench,0.0
Yung Kayo,0.0
$NOT,0.0
Barbara Pravi,0.0
Bella Poarch,0.0
Blind Channel,0.0
Cochise,0.0
Crissin,0.0
Daði Freyr,0.0
Destiny,0.0
Dream,0.0
Efendi,0.0
Elena Tsagrinou,0.0
Frauenarzt,0.0
Gjon's Tears,0.0
Go_A,0.0
Lil Zey,0.0
Lovejoy,0.0
Luar La L,321.703304569761
Matheus Fernandes,68.0774924858064
Mc Davi,40.12615177566531
Mc Pedrinho,40.65142847171475
Mr. NaisGai,0.0
NCT DREAM,0.0
Natan & Shander,0.0
StarBoi3,0.0
THE ROOP,0.0
Th CDM,0.0
Totoy El Frio,0.0
Tusse,0.0
aespa,8.943948245671828
sangiovanni,0.0
42 Dugg,0.0
Achille Lauro,0.0
BANDIDO,0.0
BLANCO,62.45813969134667
Bo Burnham,0.0
Chad Smith,0.0
Chase Atlantic,0.0
Chimbala,0.0
DAISY WORLD,0.0
DJ Drama,0.0
Domo Genesis,0.0
Eladio Carrion,348.40081817632574
João Gomes,260.40446502287574
Justin Wellington,0.0
MC Rick,0.0
MC Zaquin,0.0
MYA,0.0
Marc Seguí,0.0
Mari Ferndez,78.66337026402869
Mata,12.000006870519316
Matt Maltese,0.0
Pol Granch,0.0
Robert Trujillo,0.0
Sarah Cothran,0.0
Seori,0.0
Small Jam,0.0
Teezo Touchdown,0.0
Trinidad Cardona,0.0
Vegedream,7.2071197487317615
WATT,0.0
Yo-Yo Ma,0.0
Belly,0.0
Big Red Machine,0.0
Blxst,118.77558728532134
Brisa Star,0.0
Creedence Clearwater Revival,35.99999779425844
DJ KOSTA 22,0.0
Dave,0.0
Emilia,8.605178468693559
Fat Les,0.0
Ingratax,0.0
Isaiah Rashad,0.0
Jamie Miller,0.0
John Newman,0.0
LIT Killah,0.0
Marcynho Sensação,0.0
MistaJam,0.0
Neil Diamond,0.0
PinkPantheress,352.7981585494758
Rels B,74.8989004292164
Shouse,0.0
Smiley,0.0
The White Stripes,0.0
Thiago Jhothan (TJ),0.0
Vitor Ferndes,0.0
Walker Hayes,0.0
Zac Brown Band,0.0
dhruv,0.0
dvsn,0.0
mc jhenny,125.31058742191853
A-Wall,0.0
André Nine,0.0
Asees Kaur,0.0
B Praak,0.0
Coolio,225.56113881152191
Costa Gold,0.0
Jasleen Royal,0.0
John Amplificado,0.0
Jubin utiyal,64.80337459538907
L.V.,225.56113881152191
LIT killah,0.0
Lost Frequencies,307.9254384374689
Montez,0.0
Nessa Barrett,95.99839240451705
Ruth B.,353.5086684999699
Sefo,0.0
Steve Lacy,354.6337639359433
THE ANXIETY,0.0
Tai Verdes,0.0
Tanishk Bagchi,64.80337459538907
Tyler Cole,0.0
zzoilo,204.59384211072197
$uicideboy$,0.0
Atomic Otro Way,0.0
CKay,0.0
Calibre 50,0.0
Central Cee,-43.772541149517586
Chlöe,0.0
DJ PH DA SERRA,0.0
DannyLux,0.0
Dj Lv Mdp,0.0
ElGrandeToto,0.0
Eslabon Armado,338.5853738632335
Grupo Firme,0.0
Jc La Nevula,0.0
Juliette,0.0
LISA,103.77593246405701
LeeHi,0.0
Mc Anjim,0.0
Night Lovell,0.0
Oliver Tree,144.60538580433615
Skylar Grey,0.0
ACRAZE,18.325103729422985
Andrew Gold,11.999999448114123
Avine Vinny,0.0
Benson Boone,141.7923776631497
BoyWithUke,0.0
Cherish,18.325103729422985
DJ Patrick Muniz,0.0
Dj Adoni,0.0
Dj Olliver,0.0
Doode,0.0
Felipe Amorim,0.0
Gabry Ponte,0.0
George Michael,0.0
Ivan Cornejo,0.0
Jaymes Young,0.0
Jesy Nelson,0.0
Kitty Kat,0.0
LUM!X,0.0
Little Nell,0.0
MKTO,0.0
Mc Topre,0.0
Mitski,0.0
Monsieur Periné,0.0
My Chemical Romance,0.0
Nardo Wick,107.78917776056657
Patricia Quinn,0.0
Prezioso,0.0
Ptazeta,0.0
Realestk,0.0
Richard O'Brien,0.0
SEVENTEEN,444.2671445163263
Siouxxie,0.0
Stromae,0.0
Swedish House Mafia,0.0
Teto,43.07075316758352
The Walters,112.08542901045804
Tokischa,0.0
Vicente Garcia,0.0
cakal,0.0
girl in red,71.80323461418968
Amaarae,0.0
Blessd,378.44717657383643
Bruno Major,0.0
Calcutta,0.0
DJ Gege,0.0
DJ Kaioken,0.0
DJ Nikolas Alves Exclusive,0.0
Emmy Meli,0.0
Fuego,0.0
GAYLE,0.0
George Henrique & Rodrigo,0.0
JIN,101.3530001980144
KronoMuzik,0.0
MC Levin,0.0
Myd,0.0
Paulo Pires,0.0
Randy,0.0
RealestK,0.0
Squeezie,0.0
The Rare Occasions,0.0
Trei Degete,0.0
AFROJACK,0.0
AX'EL,0.0
Aaliyah,0.0
Adassa,0.0
Amy Grant,0.0
Arcángel,242.7717193804061
B. Swanson Quartet,775.8745856918132
Bagua Records,0.0
Blake Shelton,431.9904102878544
Carol Richards,11.999999448114123
Carolina Gaitán - La Gaita,0.0
Christina Aguilera,0.0
DJ Matt D,0.0
Diane Guerrero,0.0
Dj Yo!,0.0
Dopamine,0.0
FKA twigs,0.0
Fireboy DML,0.0
Grupo F1rmo,0.0
Gunna,0.0
Gustah,0.0
Henri René and His Orchestra,167.99252061223874
IVE,239.35589083403528
JID,187.37963979044676
Jennifer Hudson,0.0
Jessica Darrow,0.0
Jnr Choi,0.0
Jona Lewie,0.0
Julieta Venegas,0.0
Kirsty MacColl,167.99252061223874
Leona Lewis,0.0
Lunay,0.0
MC GP,0.0
Mae Muller,0.0
Mari Fernandez,30.222133968472495
Mauro Castillo,0.0
Menor MC,0.0
Mitchell Ayres & His Orchestra,989.3203664437907
Moliy,0.0
Morad,0.0
Mufasa & Hypeman,0.0
Nayer,0.0
Ne-Yo,0.0
PNAU,353.8500026922729
Project Pat,0.0
Ray Dalton,340.169559912704
Rhenzy Feliz,0.0
Ryan Lewis,340.169559912704
SALES,0.0
Sam Tompkins,0.0
Shania Twain,23.999975778201737
Spice Girls,0.0
Stephanie Beatriz,0.0
The Puppini Sisters,47.99990055911278
Vicente Fernández,0.0
Vulgo FK,0.0
Vundabar,0.0
Wizkid,323.4887459655007
Wyclef Jean,710.9330788157749
Xamã,0.0
AP Dhillon,0.0
Abhir Hathi,0.0
Alvaro Diaz,0.0
Beach House,57.625170076338314
Bejo,0.0
Carin Leon,348.34998029860907
Chefin,0.0
Colin Hay,0.0
Cruz Cafuné,0.0
David Kushner,420.3778674628896
Devi Sri Prasad,0.0
Dylan,0.0
EL IMA,0.0
Edison Lighthouse,0.0
Em Beihold,232.1581119315711
Gurinder Gill,0.0
Intense,0.0
Juseph,0.0
Kep1er,0.0
La Pantera,0.0
Lauren Spencer Smith,0.0
Luude,0.0
Mc Renn,0.0
Meat Loaf,0.0
Muni Long,83.17553118303131
NIKI,0.0
Olga Merediz,0.0
Quevedo,696.7819795905896
Ri Sawayama,0.0
Ryan Castro,0.0
SiM,0.0
Sick Luke,0.0
Sid Sriram,0.0
Tayrone,0.0
The Lumineers,0.0
Yung Lean,0.0
thasup,0.0
50 Cent,52.10856680657573
Anirudh Ravichander,0.0
Cris Mj,304.0465504211311
DG e Batidão Stronda,0.0
DaChoyce,0.0
Dargen D'Amico,0.0
Dido,0.0
Dj Serpinha,0.0
Dove Cameron,0.0
Dr. Dre,0.0
Elisa,0.0
Fivio Foreign,0.0
Jonita Gandhi,0.0
Jung Kook,263.0356391963984
La rappresentante di lista,0.0
MC Teteu,0.0
Malik Monta,0.0
Rkomi,0.0
Roger,0.0
TREASURE,0.0
Tarkan,0.0
The Plug,0.0
4*TOWN (From Disney and Pixar's Turning Red),0.0
Ak4:20,0.0
Alejo,0.0
AnnenMayKantereit,0.0
Cornelia Jakobs,0.0
Davi Kneip,0.0
Dj Gabriel do Borel,0.0
Eden Muñoz,268.25179116221
Finneas O'Connell,0.0
Giant Rooks,0.0
Grayson Villanueva,0.0
JVKE,600.5914888030934
Jordan Fisher,0.0
Josh Levi,0.0
Landon Barker,0.0
Lil Jon,0.0
Lucky Daye,0.0
Mc Frog,0.0
NMIXX,0.0
Nigo,0.0
Nile Rodgers,136.64179045252203
Omah Lay,0.0
Pailita,0.0
ROBI,0.0
T-Low,0.0
Topher Ngo,0.0
Tulus,0.0
Yahritza Y Su Esencia,295.73959722999723
Yeat,39.30799260603148
shadowraze,0.0
Ali Sethi,0.0
BIGBANG,0.0
Connie Constance,0.0
DJ Bel da CDD,0.0
DJ Biel do Furduncinho,0.0
Dylan Conrique,0.0
EST Gee,0.0
Guns N' Roses,0.0
HA SUNG WOON,0.0
Jessi,0.0
Jimin,793.4938056872331
Kenny Mason,0.0
Kevin Kaarl,0.0
L7NNON,0.0
Leah Kate,0.0
Mr.Kitty,0.0
Nicky Youre,180.5996138105292
OmenXIII,0.0
Os Hawaianos,0.0
PSY,0.0
Polimá Westcoast,0.0
Shae Gill,0.0
Southside,0.0
Tems,0.0
WIU,0.0
anees,0.0
dazy,180.5996138105292
Alonzo,0.0
Amanda Reifer,0.0
BYOR,0.0
Benzz,0.0
Beth Gibbons,0.0
Buscabulla,0.0
Chanel,0.0
Ghostface Killah,0.0
Jovem Dionisio,0.0
Junior H,906.0725091751773
KALUSH,0.0
Kalush Orchestra,0.0
Kate Bush,0.0
LE SSERAFIM,670.2879456281573
S10,0.0
Sam Dew,0.0
Sam Ryder,0.0
Sidhu Moose Wala,0.0
Stephen Sanchez,689.6184430844576
Subwoolfer,0.0
Suki Waterhouse,0.0
Tanna Leone,0.0
Taylour Paige,0.0
Tears For Fears,324.57378568580185
The Marías,0.0
Tony Dize,0.0
Victor Cibrian,0.0
Wazir Patar,0.0
DJ Robin,0.0
Dj Win,0.0
Duke & Jones,0.0
Felix of Stray Kids,0.0
Fleet Foxes,0.0
James Hype,0.0
Keisya Levronka,0.0
La Adictiva,0.0
Lasso,0.0
Louis Theroux,0.0
Luis R Conriquez,-13.932074490915646
MC Mari,0.0
MC Tairon,0.0
Mc Vitin Da Igrejinha,0.0
Miggy Dela Rosa,0.0
Musical Youth,0.0
Schürze,0.0
Villano Antillano,0.0
YEON,0.0
glaive,0.0
A Castela,0.0
Amitabh Bhattacharya,0.0
Arijit Singh,0.0
BEAM,0.0
Bianca,0.0
Cigarettes After Sex,0.0
Dj Chris No Beat,0.0
Grace Jones,0.0
Grupo Marca Registrada,0.0
Joony,0.0
LF SYSTEM,0.0
Melody,0.0
Metallica,0.0
Porter Robinson,0.0
Pritam,0.0
Rema,0.0
Rosa Linn,0.0
Seafret,0.0
Steve Perry,0.0
The Temper Trap,0.0
Tinashe,0.0
Tre' Amani,0.0
Yung Gravy,0.0
Armani White,0.0
Beach Weather,0.0
Dj Tk,0.0
Fridayy,0.0
Ghost,0.0
John Travolta,0.0
Kordhell,0.0
Kotim,0.0
MC Ryan SP,0.0
Maldy,0.0
Mc Paiva ZS,0.0
NewJeans,0.0
Nina Chuba,0.0
Olivia Newton-John,0.0
Ovy On The Drums,0.0
Peso Pluma,0.0
Shenseea,0.0
Sofia Carson,0.0
Aitch,0.0
Balming Tiger,0.0
Bootie Brown,0.0
Crush,0.0
Dedublüman,0.0
Dina Rae,0.0
Dxrk ãƒ€ãƒ¼ã‚¯,0.0
Eliza Rose,0.0
Fran C,0.0
Fujii Kaze,0.0
Grupo Frontera,0.0
Hallie Coggins,0.0
Interplanetary Criminal,0.0
Juanes,0.0
Keane,0.0
Mavzer Tabancas,0.0
Montell Fish,0.0
Mudd the student,0.0
Nickoog Clk,0.0
Omar Apollo,0.0
Omega Sapien,0.0
Oxlade,0.0
Pablito Pesadilla,0.0
Rosa Walton,0.0
Zach Bryan,0.0
bj wnjn,0.0
d4vd,0.0
Baby Rasta,0.0
Cults,0.0
Gustavo Mioto,0.0
Hotel Ugly,0.0
Inéz,0.0
Juliano Maderada,0.0
Kenshi Yonezu,0.0
Peter Fox,0.0
Rashmi Virag,0.0
Rick James,0.0
Screamin' Jay Hawkins,0.0
Sickick,0.0
Standly,0.0
Stars Music Chile,0.0
Surya Ragunaathan,0.0
Tiago Doidão,0.0
Yohani,0.0
southstar,0.0
Aerosmith,0.0
Ana Castela,0.0
Bellakath,0.0
DJ ESCOBAR,0.0
FAST BOY,0.0
Foudeqush,0.0
Freddie Dredd,0.0
Freshlyground,0.0
INTERWORLD,0.0
Isabel LaRosa,0.0
James Carter,0.0
King,0.0
Ludwig Göransson,0.0
MC MENOR HR,0.0
MC MENOR SG,0.0
New West,0.0
TWISTED,0.0
ThxSoMch,0.0
YOVNGCHIMI,0.0
Yuridia,0.0
paopao,0.0
Boris Karloff,0.0
Caralisa Monteiro,0.0
Colby O'Donis,0.0
Colde,0.0
Dj Aurélio,0.0
Dj LK da Escócia,0.0
Dj TG Beats,0.0
Erykah Badu,0.0
Fuerza Regida,0.0
Gala,0.0
Gayla Peevey,0.0
Kim Sawol,0.0
Kumaar,0.0
La Mosca Tse-Tse,0.0
Luan Pereira,0.0
MC K.K,0.0
MC Lipivox,0.0
Mabel Matiz,0.0
Mahalia,0.0
Mc RF,0.0
Mert Demir,0.0
Mustafa,0.0
Ol' Dirty Bastard,0.0
Park Ji-yoon,0.0
Paul Blanco,0.0
Phoebe Bridgers,0.0
Sarah Connor,0.0
Sarah Rebecca,0.0
Shekhar Ravjiani,0.0
Shilpa Rao,0.0
Tablo,0.0
Tchakabum,0.0
Vishal Dadlani,0.0
Vishal-Shekhar,0.0
Youjeen,0.0
Young Nudy,0.0
eleck,0.0
ANNA,0.0
AYLIVA,0.0
Baby Tate,0.0
Cian Ducrot,0.0
Coi Leray,0.0
DJ Jeeh FDC,0.0
Edgardo Nuñez,0.0
El Padrinito Toys,0.0
Felipe e Rodrigo,0.0
Flowdan,0.0
Fred again..,0.0
Gabito Ballesteros,0.0
Guè,0.0
Kadu Martins,0.0
Koffee,0.0
La Joaqui,0.0
La Maquiria Norteña,0.0
LiL CaKe,0.0
Libianca,0.0
MC Menor MT,0.0
Mac DeMarco,0.0
Mc Pelé,0.0
Natanael Cano,0.0
Nico Valdi,0.0
Oscar Maydon,0.0
Popcaan,0.0
Saint Levant,0.0
Sukriti Kakar,0.0
TAEYANG,0.0
Tom Morello,0.0
Tony Aguirre,0.0
Udo Lindenberg,0.0
Yuri Redicopa,0.0
AgroPlay,0.0
Angel Dior,0.0
ArizonaTears,0.0
Ayra Starr,0.0
Bad Gyal,0.0
Carla Morrison,0.0
Chino Pacas,0.0
DJ Ak beats,0.0
El Chachito,0.0
HITMAKER,0.0
Ice Spice,0.0
Kaifi Khalil,0.0
Leo Santana,0.0
Lizzy McAlpine,0.0
MC Xenon,0.0
Mae Stephens,0.0
Mahalini,0.0
Marco Mengoni,0.0
Mc Tato,0.0
Milo j,0.0
Mr.Rain,0.0
Os Gemeos da Putaria,0.0
Raim Laode,0.0
Superstar Pride,0.0
Yng Lvcas,0.0
Big One,0.0
Brandi Carlile,0.0
Callejero Fino,0.0
Cartel De Santa,0.0
Eric Church,0.0
FIFTY FIFTY,0.0
HARDY,0.0
Igow,0.0
